fips,clon00,clat00,clon10,clat10,pclon00,pclat00,pclon10,pclat10
01131,-87.348302,31.993335,-87.302205,31.99033,-87.376939,32.003418,-87.380407,31.999753
01133,-87.418848,34.151249,-87.364147,34.155888,-87.423583,34.165855,-87.415693,34.163824
02013,-162.030237,55.125713,-161.950749,55.243722,-162.61706,54.946483,-162.901536,54.860151
02016,-172.454123,52.319360,178.338813,51.959447,-167.8805,54.116584,-168.292885,54.023571
02020,-149.762097,61.191900,-149.274354,61.177549,-149.79667,61.192041,-149.793182,61.192232
02050,-161.191411,60.888556,-160.15335,60.928916,-162.11107,60.700215,-162.151263,60.679946
02060,-156.786726,58.690594,-156.986612,58.731372,-156.82216,58.73693,-156.834047,58.735464
02068,-149.104615,63.893564,-150.026719,63.682732,-149.04636,63.916042,-149.032949,63.882845
02070,-158.614040,59.190911,-158.602233,59.824816,-158.70922,59.129706,-158.718472,59.136256
02090,-147.568384,64.818590,-146.599867,64.690832,-147.60464,64.824277,-147.624018,64.831552
02100,-135.529519,59.245450,-135.578102,59.099905,-135.54531,59.261152,-135.559897,59.264125
02105,NA,NA,-135.1851,58.076434,NA,NA,-135.384163,58.078282
02110,-134.511579,58.351422,-134.178781,58.3727,-134.52972,58.357237,-134.530605,58.358516
02122,-150.987663,60.349178,-152.321973,60.366373,-151.05228,60.286142,-151.064475,60.292592
02130,-131.620295,55.354938,-131.106685,55.449938,-131.67945,55.36929,-131.678527,55.367858
02150,-152.682317,57.694078,-153.630911,57.553611,-152.47475,57.777258,-152.460881,57.779137
02164,-156.409989,58.605648,-156.705188,58.205065,-156.59134,58.399128,-156.371652,58.557351
02170,-149.481089,61.762742,-149.407974,62.182174,-149.40992,61.623731,-149.421961,61.611281
02180,-164.346772,64.809165,-164.188912,64.783686,-165.26487,64.456222,-165.295491,64.457026
02185,-153.940111,70.599509,-153.47283,69.449343,-157.26821,70.636549,-154.862085,70.522779
02188,-160.646404,66.822031,-160.021086,67.005066,-161.63887,66.918581,-161.638185,66.943735
02195,NA,NA,-133.527996,56.639612,NA,NA,-133.115025,56.812712
02198,NA,NA,-132.875734,55.415683,NA,NA,-132.560842,55.448164
02201,-132.584730,55.552229,NA,NA,-132.60169,55.469758,NA,NA
02220,-135.331757,57.079871,-135.332624,57.142508,-135.33673,57.0631,-135.337171,57.062746
02230,NA,NA,-135.335418,59.575097,NA,NA,-135.311501,59.464536
02232,-135.458953,58.321676,NA,NA,-135.33448,58.415975,NA,NA
02240,-143.910084,63.607284,-143.218628,63.864997,-144.47486,63.806757,-144.687024,63.856185
02261,-145.325925,61.458662,-145.023141,61.34984,-145.8585,61.263245,-145.882504,61.26149
02270,-163.736818,62.084927,-163.19095,62.283174,-164.28867,62.111974,-164.314723,62.089902
02275,NA,NA,-132.040325,56.279121,NA,NA,-132.310837,56.385821
02280,-133.073562,56.714340,NA,NA,-132.85609,56.683148,NA,NA
02282,-140.271248,59.793489,-140.239593,59.999083,-140.00929,59.615859,-139.724878,59.547975
02290,-151.854704,65.129566,-151.576855,65.376131,-152.76546,64.96626,-152.550423,65.010262
04001,-109.449620,35.645278,-109.493747,35.385845,-109.41285,35.645804,-109.41484,35.577687
04003,-109.904319,31.750272,-109.75412,31.881793,-110.04748,31.610327,-110.063053,31.607357
04005,-111.511062,35.771440,-111.773728,35.829692,-111.57459,35.547513,-111.590056,35.514426
04007,-110.977311,33.714683,-110.81187,33.789618,-110.99565,33.799616,-111.007494,33.82356
04009,-109.816242,32.865056,-109.87831,32.931828,-109.81607,32.874357,-109.812181,32.86733
04011,-109.273764,33.068497,-109.242323,33.238872,-109.24208,32.960547,-109.248712,32.970402
04012,-114.045079,33.863604,-114.038793,33.727625,-114.18868,33.945654,-114.172146,33.908361
04013,-112.087906,33.494514,-112.495534,33.346541,-112.02229,33.495976,-112.04143,33.493403
04015,-114.082709,35.285985,-113.749689,35.717705,-114.26707,35.039737,-114.249634,35.069679
04017,-110.256683,35.406314,-110.320908,35.390934,-110.22444,34.977183,-110.211155,34.893625
04019,-111.088624,32.178410,-111.783018,32.128237,-110.96034,32.225677,-110.96001,32.216707
04021,-111.498113,32.965668,-111.367257,32.91891,-111.506,33.042961,-111.588364,33.060133
04023,-110.905734,31.481900,-110.84519,31.525904,-110.93798,31.422354,-110.943195,31.434733
04025,-112.414707,34.650332,-112.573745,34.630044,-112.25884,34.62493,-112.267767,34.629014
04027,-114.388951,32.684752,-113.910905,32.773942,-114.59044,32.663265,-114.598663,32.65004
05001,-91.429413,34.359997,-91.376547,34.289573,-91.459196,34.40301,-91.461284,34.405316
05003,-91.785346,33.185420,-91.772267,33.190835,-91.866194,33.177045,-91.87136,33.179373
05005,-92.354317,36.312200,-92.330438,36.28071,-92.382632,36.332991,-92.383933,36.332208
05007,-94.246822,36.354146,-94.256187,36.337825,-94.228754,36.337502,-94.230543,36.337348
05009,-93.065891,36.285221,-93.079204,36.304308,-93.098603,36.263928,-93.099344,36.267871
05011,-92.141138,33.520920,-92.168164,33.463819,-92.104368,33.562711,-92.103312,33.569321
05013,-92.510135,33.595502,-92.513879,33.56046,-92.489603,33.590853,-92.495555,33.591116
05015,-93.566034,36.364131,-93.541663,36.337774,-93.568801,36.372427,-93.570816,36.373069
05017,-91.309446,33.309088,-91.297158,33.267139,-91.322099,33.324721,-91.318378,33.32186
05019,-93.157703,34.068954,-93.176205,34.053312,-93.121952,34.089618,-93.124856,34.094705
05021,-90.400570,36.364388,-90.418704,36.367302,-90.381036,36.371498,-90.372418,36.370695
05023,-92.060882,35.535227,-92.059974,35.566288,-92.038432,35.512308,-92.037481,35.510232
05025,-92.216337,33.904731,-92.188714,33.893201,-92.146001,33.913456,-92.139146,33.914989
05027,-93.229778,33.249422,-93.226901,33.21507,-93.24561,33.259054,-93.247459,33.258045
05029,-92.713984,35.207694,-92.689248,35.265702,-92.706081,35.21191,-92.70416,35.214487
05031,-90.631993,35.828198,-90.630411,35.828268,-90.665157,35.834606,-90.669325,35.835235
05033,-94.260230,35.523127,-94.236224,35.583041,-94.282906,35.496842,-94.28436,35.496882
05035,-90.272800,35.197701,-90.315331,35.211878,-90.221065,35.177923,-90.217261,35.17736
05037,-90.786115,35.279599,-90.773894,35.291259,-90.770807,35.256341,-90.775307,35.252833
05039,-92.608187,33.938130,-92.653999,33.967823,-92.525697,33.869653,-92.527123,33.869213
05041,-91.350302,33.789358,-91.244427,33.828748,-91.412646,33.774625,-91.417485,33.773838
05043,-91.735642,33.600602,-91.722778,33.587242,-91.778361,33.628245,-91.781779,33.6274
05045,-92.379944,35.119477,-92.324654,35.146356,-92.403053,35.104972,-92.405359,35.104918
05047,-93.884506,35.477580,-93.887672,35.508573,-93.889674,35.441909,-93.885464,35.446102
05049,-91.729311,36.355003,-91.819239,36.383443,-91.756597,36.379308,-91.764934,36.376787
05051,-93.075894,34.545307,-93.146915,34.578861,-93.07985,34.50804,-93.081852,34.505811
05053,-92.450809,34.311031,-92.423984,34.288063,-92.412275,34.307144,-92.412714,34.309174
05055,-90.513709,36.098211,-90.565241,36.119922,-90.522811,36.076562,-90.523016,36.07312
05057,-93.647930,33.717614,-93.665809,33.728611,-93.624328,33.700517,-93.623587,33.699647
05059,-92.891238,34.337450,-92.944147,34.315177,-92.890833,34.354001,-92.894595,34.353464
05061,-93.964857,34.050292,-93.990988,34.083179,-93.912183,33.981031,-93.910184,33.983198
05063,-91.587049,35.757476,-91.559942,35.737499,-91.609343,35.748,-91.607539,35.749801
05065,-91.874963,36.139475,-91.913625,36.094879,-91.908597,36.123787,-91.908429,36.120217
05067,-91.227582,35.613258,-91.223178,35.596605,-91.242807,35.621544,-91.246233,35.621102
05069,-91.987152,34.243795,-91.930701,34.277695,-92.035952,34.231899,-92.041179,34.233473
05071,-93.484633,35.498657,-93.466322,35.573359,-93.475226,35.475522,-93.475517,35.475272
05073,-93.563116,33.272263,-93.611643,33.24066,-93.550847,33.294097,-93.557538,33.287629
05075,-91.071214,36.070597,-91.101153,36.041098,-91.062072,36.068145,-91.065733,36.070224
05077,-90.763960,34.780126,-90.779288,34.77975,-90.772871,34.785481,-90.774516,34.785214
05079,-91.709049,33.978821,-91.727624,33.957665,-91.755165,33.982624,-91.746234,33.975379
05081,-94.220589,33.697284,-94.229774,33.699497,-94.197333,33.698967,-94.195995,33.700518
05083,-93.755313,35.220758,-93.720563,35.218549,-93.769652,35.227283,-93.768119,35.227532
05085,-91.912157,34.779050,-91.894132,34.755114,-91.962568,34.882218,-91.970577,34.905178
05087,-93.730452,36.031137,-93.724053,36.012545,-93.754229,36.052002,-93.755297,36.061309
05089,-92.681404,36.291289,-92.678588,36.266656,-92.664406,36.282392,-92.663368,36.28457
05091,-93.968079,33.384684,-93.901509,33.305505,-93.986739,33.399824,-93.987504,33.400831
05093,-90.030415,35.806751,-90.052209,35.766943,-89.994573,35.840346,-89.999037,35.84288
05095,-91.207816,34.732843,-91.203314,34.679513,-91.216396,34.773206,-91.218021,34.777729
05097,-93.643872,34.559133,-93.664147,34.545652,-93.625655,34.518934,-93.622663,34.517013
05099,-93.327444,33.689358,-93.305072,33.666699,-93.353947,33.718145,-93.358085,33.722168
05101,-93.188458,35.967765,-93.215084,35.910062,-93.175948,35.980112,-93.1705,35.98494
05103,-92.861447,33.574007,-92.878418,33.591158,-92.839362,33.574107,-92.838871,33.574461
05105,-92.861630,34.982668,-92.926877,34.946363,-92.785359,34.998654,-92.779271,34.999054
05107,-90.761973,34.468372,-90.848386,34.425842,-90.709707,34.522919,-90.707796,34.529768
05109,-93.656805,34.177310,-93.658659,34.158191,-93.623754,34.179409,-93.624765,34.187298
05111,-90.603918,35.587012,-90.680595,35.568981,-90.556826,35.598208,-90.557998,35.60191
05113,-94.253631,34.485490,-94.230884,34.490915,-94.260312,34.518213,-94.258519,34.52045
05115,-93.084446,35.330478,-93.031535,35.455297,-93.095177,35.311631,-93.097238,35.309776
05117,-91.534077,34.807983,-91.557199,34.828225,-91.532857,34.856543,-91.536241,34.859177
05119,-92.294471,34.766541,-92.316515,34.773988,-92.303666,34.772275,-92.311659,34.773719
05121,-90.988939,36.315472,-91.028441,36.341298,-90.985782,36.305243,-90.98842,36.304758
05123,-90.708841,35.015874,-90.742199,35.014438,-90.765196,35.015001,-90.770297,35.015313
05125,-92.636449,34.616381,-92.674463,34.648525,-92.543326,34.591205,-92.546163,34.593233
05127,-94.089691,34.880858,-94.063641,34.858869,-94.0929,34.904893,-94.095905,34.907145
05129,-92.688268,35.920954,-92.699351,35.90966,-92.659811,35.919717,-92.659155,35.922829
05131,-94.351769,35.293916,-94.274989,35.196981,-94.356789,35.320594,-94.354435,35.318195
05133,-94.262899,34.016649,-94.24329,33.994608,-94.29901,34.012161,-94.304091,34.014236
05135,-91.498459,36.190062,-91.471069,36.173399,-91.520638,36.176192,-91.520168,36.178493
05137,-92.169912,35.874106,-92.140494,35.856989,-92.141827,35.857996,-92.137,35.856705
05139,-92.612793,33.207179,-92.598145,33.168219,-92.643279,33.206069,-92.64508,33.20687
05141,-92.414162,35.565783,-92.515977,35.582959,-92.419834,35.570187,-92.421475,35.567839
05143,-94.198684,36.051379,-94.218417,35.971209,-94.173184,36.088391,-94.172222,36.094275
05145,-91.730562,35.250106,-91.753158,35.254722,-91.756135,35.249876,-91.767388,35.243736
05147,-91.244090,35.196189,-91.244418,35.189071,-91.253394,35.221242,-91.252079,35.233191
05149,-93.362084,35.038510,-93.408303,34.997713,-93.295401,35.112768,-93.28946,35.120982
06001,-122.096151,37.716662,-121.913304,37.648081,-122.10549,37.705798,-122.100393,37.705201
06003,-119.888663,38.632506,-119.798999,38.61761,-119.85509,38.721301,-119.847603,38.728298
06005,-120.715248,38.428879,-120.653856,38.44355,-120.76562,38.398264,-120.775729,38.394208
06007,-121.646310,39.648354,-121.601919,39.665959,-121.70499,39.669931,-121.707635,39.669037
06009,-120.557245,38.167573,-120.555115,38.187844,-120.61588,38.176349,-120.633718,38.163627
06011,-122.152389,39.187495,-122.237563,39.177739,-122.08706,39.162596,-122.085557,39.156148
06013,-122.060886,37.942423,-121.951543,37.919479,-122.04927,37.939255,-122.030131,37.935588
06015,-124.113924,41.735225,-123.980998,41.749903,-124.16068,41.795554,-124.163088,41.791232
06017,-120.571902,38.768651,-120.534398,38.785532,-120.68462,38.759997,-120.74433,38.746543
06019,-119.903470,36.638374,-119.655019,36.761006,-119.77232,36.736003,-119.767884,36.738918
06021,-122.291407,39.630023,-122.4017,39.602546,-122.17591,39.656536,-122.177491,39.663418
06023,-123.988265,40.747403,-123.925818,40.706673,-124.08735,40.756735,-124.087189,40.752982
06025,-115.487593,32.963098,-115.355395,33.040816,-115.5238,32.845927,-115.534487,32.841101
06027,-117.693329,36.709037,-117.403927,36.561977,-118.27464,37.16268,-118.267513,37.160247
06029,-118.683344,35.296023,-118.729506,35.346629,-118.91673,35.372878,-118.936004,35.372968
06031,-119.811272,36.155141,-119.81553,36.072478,-119.73393,36.237786,-119.729084,36.242749
06033,-122.751791,39.023264,-122.746757,39.094802,-122.74056,38.977625,-122.734609,38.973362
06035,-120.720234,40.612365,-120.629931,40.721089,-120.55382,40.477505,-120.579176,40.392397
06037,-118.234216,34.088510,-118.261862,34.196398,-118.24094,34.0577,-118.244222,34.065193
06039,-120.032438,37.035073,-119.749852,37.210039,-119.99704,37.049213,-120.00675,37.043099
06041,-122.575951,37.985723,-122.745974,38.051817,-122.54829,37.986065,-122.547075,37.986705
06043,-120.003539,37.595471,-119.91286,37.570033,-119.93733,37.542289,-119.957219,37.542748
06045,-123.430217,39.363102,-123.442881,39.432388,-123.39694,39.283755,-123.397227,39.285329
06047,-120.674118,37.245783,-120.722802,37.194806,-120.62256,37.282628,-120.623989,37.281016
06049,-120.790625,41.527360,-120.71837,41.592918,-120.64988,41.534943,-120.650911,41.522584
06051,-118.961375,37.853807,-118.875167,37.915836,-118.98948,37.787472,-118.970594,37.763322
06053,-121.528953,36.450732,-121.315573,36.240107,-121.6666,36.621275,-121.646162,36.611722
06055,-122.332133,38.353762,-122.325995,38.507351,-122.32937,38.343727,-122.321646,38.329075
06057,-120.814268,39.270775,-120.773446,39.295191,-120.92759,39.217391,-120.916546,39.219524
06059,-117.861663,33.731518,-117.777207,33.675687,-117.86772,33.736492,-117.86288,33.733953
06061,-120.947618,38.971576,-120.722718,39.062032,-121.13647,38.85398,-121.182466,38.844511
06063,-120.851195,40.020149,-120.829515,39.99517,-120.8435,39.994672,-120.825847,39.983857
06065,-116.803605,33.783307,-116.002239,33.729828,-117.05238,33.811806,-117.066205,33.800439
06067,-121.389266,38.561106,-121.340441,38.450011,-121.37938,38.575331,-121.380861,38.56895
06069,-121.288843,36.745753,-121.085296,36.610702,-121.40134,36.843372,-121.403859,36.843404
06071,-116.982433,34.392344,-116.181197,34.85722,-117.3511,34.180761,-117.357474,34.190248
06073,-117.062993,32.904616,-116.776117,33.023604,-117.11363,32.882077,-117.112994,32.88326
06075,-122.437392,37.759881,-123.032229,37.727239,-122.4394,37.759376,-122.438323,37.759598
06077,-121.281307,37.945959,-121.272237,37.935034,-121.29141,37.944264,-121.298108,37.931804
06079,-120.587460,35.373909,-120.44754,35.385227,-120.67311,35.339069,-120.667689,35.342391
06081,-122.331932,37.531037,-122.371542,37.414664,-122.34129,37.56346,-122.340991,37.56395
06083,-120.071425,34.649384,-120.038485,34.537378,-120.07063,34.622048,-120.092602,34.639262
06085,-121.912818,37.306509,-121.690622,37.220777,-121.91108,37.31516,-121.910421,37.315105
06087,-121.973761,37.002349,-122.007205,37.012488,-121.93911,36.987764,-121.936728,36.985171
06089,-122.121202,40.688705,-122.04355,40.760521,-122.29273,40.584124,-122.299961,40.580269
06091,-120.534038,39.582063,-120.521993,39.576925,-120.42045,39.613307,-120.414236,39.612588
06093,-122.502816,41.614943,-122.533287,41.587986,-122.48738,41.570696,-122.489833,41.576203
06095,-122.051826,38.235934,-121.939594,38.267226,-122.0741,38.23289,-122.069324,38.235582
06097,-122.768624,38.440089,-122.945194,38.532574,-122.72102,38.41282,-122.720522,38.41408
06099,-120.958800,37.613805,-121.002656,37.562384,-120.95952,37.62417,-120.955577,37.619147
06101,-121.658159,39.076193,-121.702758,39.035257,-121.64389,39.132716,-121.644269,39.13549
06103,-122.135340,40.123054,-122.232276,40.126156,-122.21636,40.108117,-122.218704,40.115187
06105,-123.070397,40.667129,-123.114404,40.647724,-123.06026,40.686135,-123.072357,40.681268
06107,-119.166093,36.234647,-118.780542,36.230453,-119.22579,36.248899,-119.231547,36.251227
06109,-120.232775,37.981845,-119.964708,38.021451,-120.3267,37.974786,-120.32853,37.971531
06111,-119.045326,34.277048,-119.133143,34.358741,-119.02623,34.242977,-119.025018,34.241989
06113,-121.775709,38.634155,-121.903178,38.679268,-121.73373,38.602556,-121.721112,38.598913
06115,-121.422281,39.207758,-121.34428,39.270026,-121.49294,39.151949,-121.506626,39.13883
08001,-104.869954,39.866716,-104.331872,39.874325,-104.94624,39.865496,-104.927473,39.874297
08003,-105.803012,37.509886,-105.788041,37.568442,-105.87963,37.484761,-105.877245,37.483069
08005,-104.841455,39.641904,-104.331733,39.644632,-104.86297,39.649777,-104.845968,39.647528
08007,-107.112531,37.215642,-107.050863,37.202395,-107.08469,37.23721,-107.085027,37.240087
08009,-102.534136,37.348968,-102.535457,37.303144,-102.51117,37.363678,-102.527089,37.368221
08011,-103.062997,38.070366,-103.077584,37.931891,-103.15317,38.074151,-103.1631,38.072386
08013,-105.195154,40.058094,-105.398382,40.094826,-105.18088,40.050792,-105.183981,40.063299
08014,NA,NA,-105.052125,39.953382,NA,NA,-105.055491,39.936888
08015,-106.089152,38.657693,-106.316972,38.738246,-106.07906,38.67194,-106.082645,38.676497
08017,-102.523618,38.816937,-102.604585,38.835386,-102.45832,38.820056,-102.45777,38.816795
08019,-105.610273,39.717408,-105.670791,39.689403,-105.53202,39.712993,-105.52965,39.712957
08021,-106.067753,37.185193,-106.176447,37.213406,-105.98792,37.192342,-105.989049,37.195652
08023,-105.501779,37.288723,-105.42894,37.277547,-105.45064,37.280527,-105.448477,37.281779
08025,-103.794584,38.225299,-103.787562,38.321956,-103.83831,38.195717,-103.857439,38.188547
08027,-105.416939,38.128672,-105.373515,38.101994,-105.37147,38.13627,-105.381557,38.134216
08029,-107.911736,38.814325,-107.864757,38.861756,-107.90433,38.802098,-107.910553,38.798565
08031,-104.965486,39.726287,-104.880625,39.761849,-104.96502,39.71907,-104.955068,39.72143
08033,-108.586457,37.761037,-108.530383,37.747602,-108.7827,37.74073,-108.75741,37.740817
08035,-104.888716,39.461171,-104.926199,39.326435,-104.88567,39.49251,-104.879712,39.48527
08037,-106.705776,39.588020,-106.692944,39.630638,-106.69711,39.593335,-106.717771,39.599453
08039,-104.292156,39.293642,-104.117928,39.310817,-104.51329,39.37385,-104.51913,39.382868
08041,-104.748828,38.865444,-104.527472,38.827383,-104.76712,38.867198,-104.758477,38.873669
08043,-105.300306,38.427723,-105.421438,38.455658,-105.20268,38.422452,-105.206532,38.426058
08045,-107.652813,39.536156,-107.90978,39.599352,-107.53647,39.504997,-107.539356,39.507561
08047,-105.495503,39.841995,-105.528947,39.861082,-105.48063,39.856337,-105.48021,39.85702
08049,-106.070981,40.087637,-106.095876,40.123289,-105.99359,40.057552,-105.9754,40.050388
08051,-107.010914,38.605701,-107.078108,38.669679,-106.94469,38.647794,-106.944723,38.657886
08053,-107.268004,37.823347,-107.383405,37.811625,-107.30655,37.987267,-107.29653,37.996875
08055,-104.962076,37.607617,-104.959928,37.687815,-104.87279,37.617812,-104.884201,37.616312
08057,-106.267136,40.648682,-106.329248,40.663432,-106.29062,40.693974,-106.291292,40.692851
08059,-105.142196,39.727160,-105.245601,39.58646,-105.12761,39.722627,-105.128819,39.720524
08061,-102.638287,38.449309,-102.75621,38.388466,-102.69838,38.471161,-102.680579,38.470657
08063,-102.547752,39.325815,-102.603023,39.30534,-102.45493,39.310893,-102.435733,39.309763
08065,-106.310225,39.214575,-106.349696,39.204316,-106.30611,39.246589,-106.308061,39.24587
08067,-107.798209,37.264973,-107.839718,37.287367,-107.81195,37.263909,-107.806184,37.265198
08069,-105.213007,40.534099,-105.482131,40.663091,-105.10838,40.505112,-105.099218,40.504546
08071,-104.384014,37.239836,-104.04411,37.318831,-104.51231,37.194988,-104.503149,37.196601
08073,-103.573496,39.104782,-103.507555,38.99374,-103.60469,39.177935,-103.613697,39.173232
08075,-103.129586,40.663118,-103.090464,40.728091,-103.18488,40.643382,-103.187715,40.639399
08077,-108.509096,39.095228,-108.461837,39.019492,-108.53416,39.090745,-108.543768,39.092851
08079,-106.920831,37.700620,-106.9323,37.651478,-106.93226,37.804675,-106.935586,37.798623
08081,-108.135333,40.560035,-108.204521,40.573984,-107.62788,40.515219,-107.625859,40.515239
08083,-108.575842,37.353687,-108.595786,37.338025,-108.55746,37.370448,-108.557116,37.370817
08085,-108.151654,38.413615,-108.263042,38.413427,-107.95107,38.477616,-107.934568,38.479142
08087,-103.796035,40.264440,-103.807092,40.262353,-103.77886,40.255465,-103.781517,40.256023
08089,-103.702578,38.016159,-103.72126,37.88417,-103.65778,38.024315,-103.657432,38.024096
08091,-107.770560,38.146914,-107.767133,38.1506,-107.74442,38.138968,-107.746232,38.139834
08093,-105.717199,39.171091,-105.717648,39.118914,-105.58791,39.329409,-105.623144,39.311718
08095,-102.407552,40.597517,-102.345105,40.594712,-102.3897,40.602312,-102.387354,40.599517
08097,-106.895404,39.238843,-106.915943,39.217533,-106.90409,39.233506,-106.907765,39.232543
08099,-102.425270,38.062234,-102.392161,37.958181,-102.54019,38.082175,-102.547035,38.083772
