id,treat,age,educ,black,hisp,marr,nodegree,year,real.earnings
67,0,16,9,0,0,0,1,1974,378.138488769531
68,0,35,12,0,0,1,0,1974,6645.8330078125
69,0,35,12,0,0,1,0,1974,22421.849609375
70,0,45,12,0,0,1,0,1974,25862.3203125
71,0,51,11,0,0,1,1,1974,18270.16015625
72,0,27,16,0,0,0,0,1974,11316.73046875
73,0,28,14,0,0,1,0,1974,0
74,0,35,18,0,0,1,0,1974,25862.3203125
75,0,39,10,0,0,1,1,1974,18534.66015625
76,0,33,12,0,0,0,0,1974,25862.3203125
77,0,52,16,0,0,1,0,1974,25862.3203125
78,0,22,13,0,0,0,0,1974,5023.56005859375
79,0,25,12,0,0,1,0,1974,20070.73046875
80,0,28,16,0,0,1,0,1974,25013.9609375
81,0,27,16,0,0,1,0,1974,16888.880859375
82,0,30,13,0,0,0,0,1974,8362.1513671875
83,0,28,15,0,0,0,0,1974,9672.900390625
84,0,24,12,0,0,1,0,1974,19083.259765625
85,0,29,11,1,0,0,1,1974,14743.48046875
86,0,49,7,1,0,0,1,1974,16444.130859375
87,0,22,12,0,0,1,0,1974,13352.400390625
88,0,30,16,0,0,1,0,1974,25862.3203125
89,0,45,12,0,0,1,0,1974,24185.189453125
90,0,44,12,0,0,1,0,1974,24669.130859375
91,0,21,12,0,0,0,0,1974,11465.6298828125
92,0,26,13,0,0,1,0,1974,11661.5595703125
93,0,25,16,0,0,1,0,1974,18822.6796875
94,0,45,8,0,0,1,1,1974,16883
95,0,19,9,0,0,0,1,1974,3311.16088867188
96,0,55,9,0,0,1,1,1974,12609.83984375
97,0,22,12,0,0,1,0,1974,12423.7099609375
98,0,37,18,0,0,1,0,1974,0
99,0,38,12,0,0,1,0,1974,25862.3203125
100,0,29,13,0,0,1,0,1974,17962.560546875
101,0,43,8,0,0,1,1,1974,21044.48046875
102,0,51,10,0,0,1,1,1974,25862.3203125
103,0,25,14,0,0,1,0,1974,11769.3203125
104,0,52,12,0,0,1,0,1974,20776.0703125
105,0,26,14,0,0,1,0,1974,22886.19921875
106,0,37,18,0,0,1,0,1974,25862.3203125
107,0,36,12,0,0,1,0,1974,25862.3203125
108,0,27,14,0,0,1,0,1974,6395.046875
109,0,21,11,0,0,1,1,1974,20817.2109375
110,0,44,12,0,0,1,0,1974,22686.349609375
111,0,49,17,0,0,1,0,1974,25862.3203125
112,0,32,0,0,0,0,1,1974,4559.2138671875
113,0,23,12,0,0,1,0,1974,16593.029296875
114,0,46,12,0,0,1,0,1974,18636.55078125
115,0,17,10,0,0,0,1,1974,0
116,0,26,12,0,0,1,0,1974,19067.580078125
117,0,27,12,0,0,1,0,1974,19637.73046875
118,0,30,15,0,0,1,0,1974,23871.7109375
119,0,23,12,0,0,0,0,1974,23826.640625
120,0,22,12,0,0,1,0,1974,13540.490234375
121,0,30,18,0,0,1,0,1974,23127.189453125
122,0,32,14,0,0,1,0,1974,20145.1796875
123,0,27,14,0,0,0,0,1974,15576.169921875
124,0,18,12,0,0,0,0,1974,4729.669921875
125,0,33,18,0,0,0,0,1974,0
126,0,22,11,0,0,0,1,1974,5325.287109375
127,0,23,16,0,0,0,0,1974,2358.95703125
128,0,51,10,0,0,1,1,1974,19030.359375
129,0,21,15,0,0,0,0,1974,2470.63500976562
130,0,18,12,0,0,0,0,1974,9065.52734375
131,0,53,10,0,0,1,1,1974,0
132,0,21,12,0,0,0,0,1974,4055.68188476562
133,0,32,16,0,0,1,0,1974,22525.689453125
134,0,41,12,0,0,1,0,1974,25862.3203125
135,0,48,12,0,0,0,0,1974,25862.3203125
136,0,25,18,0,0,0,0,1974,2351.1201171875
137,0,23,16,0,0,0,0,1974,913.018310546875
138,0,30,12,0,0,1,0,1974,0
139,0,22,12,0,0,1,0,1974,1806.44396972656
140,0,44,10,0,0,1,1,1974,5940.4970703125
141,0,17,11,0,0,0,1,1974,2447.1240234375
142,0,23,12,0,0,0,0,1974,331.116088867188
143,0,47,8,0,0,1,1,1974,25168.740234375
144,0,54,12,0,0,1,0,1974,0
145,0,49,8,0,0,1,1,1974,11408.8095703125
146,0,36,18,0,0,1,0,1974,23742.400390625
147,0,33,14,0,0,1,0,1974,24951.259765625
148,0,43,15,0,0,1,0,1974,19386.94921875
149,0,37,10,0,0,0,1,1974,17235.669921875
150,0,48,12,0,0,0,0,1974,16536.2109375
151,0,54,12,0,0,0,0,1974,0
152,0,28,16,0,0,0,0,1974,92.0855407714844
153,0,35,3,0,0,1,1,1974,19620.099609375
154,0,55,12,0,0,1,0,1974,14696.4599609375
155,0,53,7,0,0,1,1,1974,22308.2109375
156,0,25,12,0,0,1,0,1974,19888.51953125
157,0,30,8,0,0,1,1,1974,18691.41015625
158,0,44,5,0,0,0,1,1974,12764.6201171875
159,0,44,6,0,0,1,1,1974,25862.3203125
160,0,20,10,0,0,0,1,1974,3814.69189453125
161,0,49,9,0,0,1,1,1974,17147.5
162,0,55,8,0,0,1,1,1974,5619.1767578125
163,0,51,16,0,0,1,0,1974,25862.3203125
164,0,24,16,0,0,0,0,1974,9692.4931640625
165,0,54,10,0,0,1,1,1974,25055.099609375
166,0,32,16,1,0,0,0,1974,17135.75
167,0,19,4,0,1,1,1,1974,2298.21997070312
168,0,36,18,0,0,0,0,1974,0
169,0,55,10,0,0,1,1,1974,0
170,0,25,12,0,0,1,0,1974,8679.5517578125
171,0,26,18,0,0,1,0,1974,0
172,0,19,13,0,0,0,0,1974,5060.7861328125
173,0,52,11,0,0,1,1,1974,25862.3203125
174,0,19,12,0,0,0,0,1974,4335.85693359375
175,0,17,11,0,0,0,1,1974,43.1038703918457
176,0,23,10,0,0,1,1,1974,10595.7099609375
177,0,44,12,0,0,1,0,1974,25862.3203125
178,0,28,12,0,0,1,0,1974,13095.740234375
179,0,49,8,0,0,1,1,1974,17911.619140625
180,0,54,10,0,0,1,1,1974,14522.08984375
181,0,22,11,0,0,0,1,1974,5656.40283203125
182,0,33,13,0,0,1,0,1974,25862.3203125
183,0,40,12,0,0,0,0,1974,20468.4609375
184,0,47,12,0,0,1,0,1974,25862.3203125
185,0,21,12,0,0,0,0,1974,9792.4150390625
186,0,17,10,0,0,0,1,1974,0
187,0,16,9,0,0,0,1,1974,0
188,0,40,12,0,0,1,0,1974,15435.099609375
189,0,36,12,0,0,1,0,1974,25241.23046875
190,0,51,12,0,0,1,0,1974,25862.3203125
191,0,46,9,0,0,1,1,1974,25062.939453125
192,0,33,18,0,0,1,0,1974,23421.080078125
193,0,28,13,0,0,1,0,1974,24771.009765625
194,0,27,11,0,0,1,1,1974,14267.3798828125
195,0,33,12,0,0,0,0,1974,25862.3203125
196,0,26,12,0,0,1,0,1974,16822.259765625
197,0,24,12,0,0,1,0,1974,16103.2099609375
198,0,28,8,0,0,1,1,1974,16450
199,0,36,12,0,0,1,0,1974,23912.849609375
200,0,42,12,0,0,1,0,1974,21473.560546875
201,0,16,10,0,0,0,1,1974,0
202,0,53,14,0,0,1,0,1974,22995.91015625
203,0,52,10,0,0,1,1,1974,17329.7109375
204,0,22,12,0,0,0,0,1974,0
205,0,55,14,0,0,1,0,1974,25862.3203125
206,0,26,14,0,0,1,0,1974,9927.60546875
207,0,38,12,0,0,1,0,1974,2400.10205078125
208,0,43,12,0,0,1,0,1974,14328.1201171875
209,0,55,7,0,0,1,1,1974,18660.060546875
210,0,49,10,0,0,1,1,1974,24083.310546875
211,0,20,12,0,0,0,0,1974,9578.85546875
212,0,18,10,0,0,0,1,1974,0
213,0,31,16,0,0,1,0,1974,25862.3203125
214,0,54,18,0,0,1,0,1974,25862.3203125
215,0,28,12,0,0,1,0,1974,20676.140625
216,0,24,12,0,0,1,0,1974,18979.419921875
217,0,21,8,0,0,0,1,1974,18432.779296875
218,0,39,8,0,0,1,1,1974,24163.640625
219,0,28,12,0,0,1,0,1974,23569.98046875
220,0,40,12,0,0,1,0,1974,25862.3203125
221,0,38,7,0,0,1,1,1974,22306.25
222,0,16,10,0,0,0,1,1974,0
223,0,43,12,0,0,1,0,1974,0
224,0,49,12,0,0,1,0,1974,24812.150390625
225,0,28,14,0,0,0,0,1974,19316.41015625
226,0,22,12,0,0,0,0,1974,15341.0595703125
227,0,39,12,0,0,1,0,1974,7455.009765625
228,0,27,16,0,0,1,0,1974,21062.119140625
229,0,21,12,0,0,0,0,1974,15658.4599609375
230,0,48,11,0,0,1,1,1974,25862.3203125
231,0,30,12,0,0,1,0,1974,25862.3203125
232,0,20,12,0,0,1,0,1974,11510.6904296875
233,0,20,13,0,0,0,0,1974,0
234,0,18,12,0,0,0,0,1974,658.313598632812
235,0,23,12,0,1,0,0,1974,5817.06298828125
236,0,33,12,0,0,1,0,1974,18303.470703125
237,0,31,12,0,0,1,0,1974,21610.7109375
238,0,28,12,1,0,0,0,1974,4700.28076171875
239,0,30,14,0,0,0,0,1974,0
240,0,23,13,1,0,0,0,1974,172.415496826172
241,0,38,12,0,0,1,0,1974,10384.1103515625
242,0,37,12,1,0,1,0,1974,18826.58984375
243,0,16,10,0,0,0,1,1974,658.313598632812
244,0,18,10,0,0,0,1,1974,0
245,0,47,9,0,0,1,1,1974,19978.640625
246,0,17,9,0,0,0,1,1974,0
247,0,35,12,1,0,1,0,1974,17241.55078125
248,0,19,7,0,1,0,1,1974,1250.01196289062
249,0,36,9,1,0,1,1,1974,18904.970703125
250,0,41,8,0,0,1,1,1974,0
251,0,54,12,0,0,1,0,1974,0
252,0,51,18,0,0,1,0,1974,25862.3203125
253,0,55,15,0,0,1,0,1974,25862.3203125
254,0,29,16,0,0,1,0,1974,1657.5400390625
255,0,46,16,0,0,1,0,1974,25862.3203125
256,0,30,14,0,0,1,0,1974,25862.3203125
257,0,28,14,1,0,1,0,1974,23039.01953125
258,0,48,12,1,0,1,0,1974,24196.94921875
259,0,26,11,1,0,0,1,1974,20834.83984375
260,0,32,12,0,0,1,0,1974,25862.3203125
261,0,50,12,0,0,1,0,1974,0
262,0,20,11,0,0,0,1,1974,11207.009765625
263,0,21,12,0,0,0,0,1974,11647.83984375
264,0,20,9,0,0,0,1,1974,4298.630859375
265,0,32,4,0,1,0,1,1974,14819.8896484375
266,0,46,12,0,0,1,0,1974,0
267,0,18,12,0,0,0,0,1974,2360.916015625
268,0,51,12,0,0,1,0,1974,22355.23046875
269,0,32,15,0,0,1,0,1974,25862.3203125
270,0,26,16,0,0,1,0,1974,8375.8662109375
271,0,24,15,0,0,0,0,1974,1058.00402832031
272,0,46,8,0,0,1,1,1974,24001.01953125
273,0,21,16,0,0,0,0,1974,0
274,0,32,16,0,0,1,0,1974,25033.55078125
275,0,30,18,0,0,0,0,1974,25862.3203125
276,0,25,18,0,0,1,0,1974,5364.47314453125
277,0,51,12,0,0,1,0,1974,20754.509765625
278,0,21,9,0,1,1,1,1974,7249.287109375
279,0,34,18,0,0,1,0,1974,25862.3203125
280,0,29,5,0,0,1,1,1974,25862.3203125
281,0,52,12,0,0,1,0,1974,9051.8134765625
282,0,21,14,0,0,0,0,1974,8489.5029296875
283,0,17,10,0,0,0,1,1974,3520.80200195312
284,0,50,8,0,1,0,1,1974,14892.3896484375
285,0,21,11,1,0,0,1,1974,1890.69201660156
286,0,49,12,0,1,1,0,1974,21365.80078125
287,0,23,18,0,1,0,0,1974,0
288,0,17,12,0,1,0,0,1974,946.325927734375
289,0,52,3,1,0,1,1,1974,12688.2099609375
290,0,47,4,0,1,1,1,1974,8889.193359375
291,0,24,4,0,1,1,1,1974,8426.806640625
292,0,29,12,0,0,0,0,1974,0
293,0,49,12,0,0,1,0,1974,6297.083984375
294,0,55,12,0,0,1,0,1974,25862.3203125
295,0,28,12,0,0,0,0,1974,25525.330078125
296,0,19,13,0,0,0,0,1974,3871.51098632812
297,0,35,16,0,0,0,0,1974,25803.5390625
298,0,31,12,0,0,1,0,1974,20572.30078125
299,0,44,12,0,0,1,0,1974,25862.3203125
300,0,54,11,0,0,1,1,1974,24312.5390625
301,0,37,12,0,0,1,0,1974,25862.3203125
302,0,46,12,0,0,1,0,1974,11978.9599609375
303,0,29,12,1,0,1,0,1974,18107.5390625
304,0,55,12,0,0,1,0,1974,16109.08984375
305,0,22,12,0,0,0,0,1974,15956.26953125
306,0,18,11,0,0,0,1,1974,0
307,0,32,13,0,0,1,0,1974,25862.3203125
308,0,51,12,0,0,1,0,1974,101.881896972656
309,0,49,12,0,0,1,0,1974,25862.3203125
310,0,27,16,0,0,1,0,1974,25862.3203125
311,0,19,13,0,0,0,0,1974,10147.0400390625
312,0,38,3,0,0,1,1,1974,25862.3203125
313,0,40,12,0,0,1,0,1974,23360.33984375
314,0,21,12,0,0,0,0,1974,6344.10595703125
315,0,29,12,0,0,1,0,1974,25862.3203125
316,0,39,12,0,0,1,0,1974,25862.3203125
317,0,39,12,1,0,1,0,1974,25862.3203125
318,0,34,14,0,0,1,0,1974,9580.8154296875
319,0,26,17,0,0,1,0,1974,25862.3203125
320,0,40,18,0,0,1,0,1974,25862.3203125
321,0,31,14,0,0,0,0,1974,2188.5009765625
322,0,28,17,0,0,1,0,1974,25862.3203125
323,0,17,11,0,0,0,1,1974,0
324,0,35,12,1,0,1,0,1974,21689.080078125
325,0,34,15,0,1,1,0,1974,18632.630859375
326,0,44,8,0,0,1,1,1974,25862.3203125
327,0,54,8,0,0,1,1,1974,25276.5
328,0,30,10,0,1,1,1,1974,25860.359375
329,0,39,14,1,0,0,0,1974,0
330,0,29,12,0,0,1,0,1974,20901.4609375
331,0,25,10,0,0,1,1,1974,8656.041015625
332,0,42,5,0,1,1,1,1974,20868.150390625
333,0,48,6,0,1,1,1,1974,14657.26953125
334,0,25,6,0,1,1,1,1974,17055.419921875
335,0,49,11,0,0,1,1,1974,25862.3203125
336,0,38,12,0,0,0,0,1974,10674.08984375
337,0,38,15,0,0,1,0,1974,25862.3203125
338,0,31,12,0,0,1,0,1974,25862.3203125
339,0,41,12,0,0,1,0,1974,25862.3203125
340,0,25,13,0,0,1,0,1974,17204.3203125
341,0,48,18,0,0,1,0,1974,7025.93115234375
342,0,21,14,0,0,0,0,1974,6447.94677734375
343,0,20,14,0,0,0,0,1974,266.460296630859
344,0,54,14,0,0,0,0,1974,11322.599609375
345,0,41,8,0,0,1,1,1974,25133.470703125
346,0,49,7,0,0,0,1,1974,11926.0595703125
347,0,46,6,0,1,1,1,1974,10344.9296875
348,0,18,11,0,1,0,1,1974,0
349,0,30,10,0,0,1,1,1974,25862.3203125
350,0,39,12,0,0,1,0,1974,7161.1201171875
351,0,17,10,0,0,0,1,1974,646.557983398438
352,0,28,12,0,0,1,0,1974,16067.9501953125
353,0,29,12,0,0,1,0,1974,12860.6298828125
354,0,39,12,0,0,1,0,1974,25862.3203125
355,0,38,7,0,0,1,1,1974,14829.6904296875
356,0,29,12,0,0,1,0,1974,12304.2001953125
357,0,39,14,0,0,1,0,1974,22948.890625
358,0,18,11,0,0,0,1,1974,327.197601318359
359,0,46,12,0,0,1,0,1974,0
360,0,17,10,0,0,0,1,1974,101.881896972656
361,0,47,8,0,0,1,1,1974,18368.130859375
362,0,24,17,0,0,0,0,1974,989.4296875
363,0,30,12,0,0,1,0,1974,25862.3203125
364,0,42,7,0,0,1,1,1974,10971.8896484375
365,0,27,16,0,0,1,0,1974,23569.98046875
366,0,50,12,0,0,1,0,1974,25862.3203125
367,0,39,14,0,0,1,0,1974,20507.650390625
368,0,32,12,0,0,1,0,1974,23411.279296875
369,0,39,18,0,0,0,0,1974,0
370,0,35,18,0,0,0,0,1974,11828.08984375
371,0,37,8,0,0,1,1,1974,13162.349609375
372,0,52,13,0,0,1,0,1974,3136.78588867188
373,0,40,15,0,0,1,0,1974,0
374,0,29,16,0,0,0,0,1974,462.386993408203
375,0,17,10,0,0,0,1,1974,0
376,0,43,9,0,0,1,1,1974,25862.3203125
377,0,51,16,0,0,1,0,1974,0
378,0,20,12,1,0,0,0,1974,8060.423828125
379,0,52,8,0,0,1,1,1974,10866.08984375
380,0,43,12,0,0,1,0,1974,16303.0595703125
381,0,55,11,0,0,1,1,1974,19383.029296875
382,0,31,13,0,0,1,0,1974,13019.330078125
383,0,29,13,0,0,0,0,1974,16005.25
384,0,26,12,0,0,0,0,1974,12923.3203125
385,0,43,12,0,0,1,0,1974,19567.19921875
386,0,18,12,0,0,0,0,1974,0
387,0,38,12,0,0,1,0,1974,21434.380859375
388,0,54,14,0,0,1,0,1974,19202.76953125
389,0,26,18,0,0,0,0,1974,403.609008789062
390,0,41,12,0,0,1,0,1974,23187.919921875
391,0,43,12,0,0,1,0,1974,76.4114074707031
392,0,24,14,0,0,1,0,1974,13217.2099609375
393,0,45,12,0,0,1,0,1974,10560.4501953125
394,0,45,14,0,0,1,0,1974,25862.3203125
395,0,32,12,0,0,1,0,1974,19678.880859375
396,0,42,12,0,0,0,0,1974,10188.1904296875
397,0,34,10,0,0,0,1,1974,8119.2021484375
398,0,30,12,0,0,1,0,1974,9964.8310546875
399,0,26,5,0,0,1,1,1974,1573.291015625
400,0,28,12,0,0,1,0,1974,0
401,0,27,7,0,0,1,1,1974,22719.66015625
402,0,37,12,0,0,1,0,1974,22619.740234375
403,0,33,12,0,0,1,0,1974,17317.9609375
404,0,16,10,0,0,0,1,1974,139.107894897461
405,0,46,12,0,0,1,0,1974,18256.44921875
406,0,41,12,0,0,1,0,1974,17063.25
407,0,46,12,0,0,1,0,1974,25862.3203125
408,0,50,18,0,0,1,0,1974,19641.650390625
409,0,49,9,0,0,1,1,1974,18146.73046875
410,0,34,12,0,0,1,0,1974,25862.3203125
411,0,55,12,0,0,1,0,1974,5770.041015625
412,0,16,10,0,0,0,1,1974,0
413,0,39,12,0,0,1,0,1974,24424.220703125
414,0,32,12,0,0,1,0,1974,16996.640625
415,0,46,6,0,0,1,1,1974,0
416,0,33,12,0,0,1,0,1974,3009.43408203125
417,0,38,10,0,0,1,1,1974,25862.3203125
418,0,51,12,1,0,0,0,1974,838.566223144531
419,0,31,13,0,0,1,0,1974,9668.982421875
420,0,47,12,0,0,1,0,1974,0
421,0,19,12,0,0,0,0,1974,875.792297363281
422,0,23,12,0,0,1,0,1974,0
423,0,45,12,0,0,1,0,1974,8987.1572265625
424,0,26,16,0,0,1,0,1974,16391.23046875
425,0,36,10,0,0,1,1,1974,3638.35791015625
426,0,28,12,0,0,1,0,1974,14600.4599609375
427,0,40,12,0,0,1,0,1974,21436.33984375
428,0,32,12,0,0,1,0,1974,13728.580078125
429,0,39,12,0,0,1,0,1974,23965.75
430,0,42,12,0,0,1,0,1974,13665.8896484375
431,0,52,12,0,0,1,0,1974,25862.3203125
432,0,48,12,0,0,1,0,1974,0
433,0,20,12,0,0,0,0,1974,13021.2900390625
434,0,28,10,0,0,1,1,1974,20464.5390625
435,0,25,13,0,0,1,0,1974,24247.890625
436,0,52,8,0,0,0,1,1974,18125.1796875
437,0,21,14,0,0,0,0,1974,7413.8662109375
438,0,34,12,0,0,1,0,1974,21299.189453125
439,0,27,14,0,0,1,0,1974,12490.330078125
440,0,44,12,0,0,1,0,1974,23844.279296875
441,0,16,10,0,0,0,1,1974,0
442,0,44,13,0,0,1,0,1974,8032.994140625
443,0,37,13,0,0,1,0,1974,3902.85888671875
444,0,31,15,0,0,1,0,1974,14561.26953125
445,0,23,12,0,0,1,0,1974,11692.900390625
446,0,27,12,0,0,1,0,1974,14012.6796875
447,0,45,6,0,0,0,1,1974,18095.7890625
448,0,48,12,0,0,1,0,1974,0
449,0,24,12,0,0,1,0,1974,15009.9404296875
450,0,20,13,0,0,1,0,1974,2539.2099609375
451,0,31,12,0,0,1,0,1974,0
452,0,29,12,0,0,1,0,1974,13223.08984375
453,0,24,10,0,0,1,1,1974,5523.1728515625
454,0,45,8,0,0,1,1,1974,10352.76953125
455,0,16,9,0,0,0,1,1974,468.264801025391
456,0,26,12,0,0,1,0,1974,20109.91015625
457,0,25,12,0,0,1,0,1974,16265.830078125
458,0,51,18,0,0,1,0,1974,25862.3203125
459,0,38,10,0,0,1,1,1974,22741.2109375
460,0,32,12,0,0,1,0,1974,19198.859375
461,0,47,12,0,0,0,0,1974,11620.41015625
462,0,46,10,0,0,1,1,1974,25862.3203125
463,0,23,12,0,0,1,0,1974,10834.75
464,0,22,12,0,0,0,0,1974,12680.3701171875
465,0,24,10,0,0,1,1,1974,19516.259765625
466,0,35,12,0,0,0,0,1974,23301.560546875
467,0,32,14,0,0,1,0,1974,25862.3203125
468,0,37,12,0,0,1,0,1974,25862.3203125
469,0,29,17,0,0,1,0,1974,4286.8759765625
470,0,49,8,0,0,1,1,1974,25862.3203125
471,0,43,12,0,0,1,0,1974,12719.5595703125
472,0,54,12,0,0,1,0,1974,25862.3203125
473,0,23,14,0,0,1,0,1974,13256.400390625
474,0,18,12,0,0,0,0,1974,5162.66796875
475,0,47,8,0,0,1,1,1974,17149.4609375
476,0,19,10,0,0,0,1,1974,3495.33203125
477,0,31,14,0,0,1,0,1974,0
478,0,27,14,0,0,1,0,1974,14141.990234375
479,0,22,13,0,0,0,0,1974,7400.15087890625
480,0,39,12,0,0,1,0,1974,25862.3203125
481,0,30,12,0,0,1,0,1974,25862.3203125
482,0,38,17,0,0,1,0,1974,15403.759765625
483,0,29,14,0,0,1,0,1974,0
484,0,26,11,0,0,1,1,1974,14817.9296875
485,0,26,17,0,0,1,0,1974,9529.8740234375
486,0,18,11,0,0,0,1,1974,3812.73291015625
487,0,30,14,0,0,1,0,1974,11953.490234375
488,0,33,8,0,0,1,1,1974,25862.3203125
489,0,52,12,0,0,1,0,1974,4633.666015625
490,0,25,12,0,0,0,0,1974,4678.72900390625
491,0,23,12,0,0,0,0,1974,7494.19580078125
492,0,21,13,0,0,0,0,1974,10305.740234375
493,0,44,12,0,0,1,0,1974,18916.720703125
494,0,32,13,0,0,0,0,1974,16886.919921875
495,0,34,18,0,0,0,0,1974,0
496,0,27,14,0,0,0,0,1974,22878.359375
497,0,26,14,0,0,0,0,1974,21812.51953125
498,0,26,12,0,0,0,0,1974,23258.4609375
499,0,40,11,0,0,1,1,1974,0
500,0,27,13,0,0,1,0,1974,12844.9501953125
501,0,34,12,0,0,1,0,1974,23552.349609375
502,0,46,12,0,0,1,0,1974,6073.72705078125
503,0,49,12,0,0,1,0,1974,25862.3203125
504,0,55,10,0,0,1,1,1974,25862.3203125
505,0,33,12,0,0,1,0,1974,25862.3203125
506,0,45,12,0,0,1,0,1974,25862.3203125
507,0,29,12,0,0,1,0,1974,4038.04907226562
508,0,28,17,0,0,1,0,1974,0
509,0,24,13,0,0,0,0,1974,11301.0498046875
510,0,21,12,0,0,0,0,1974,8646.244140625
511,0,23,12,0,0,1,0,1974,6636.037109375
512,0,49,12,0,0,1,0,1974,25862.3203125
513,0,45,10,1,0,1,1,1974,17459.029296875
514,0,48,7,0,0,1,1,1974,13326.9296875
515,0,50,7,0,0,1,1,1974,25476.349609375
516,0,52,8,0,0,1,1,1974,25862.3203125
517,0,45,13,0,0,1,0,1974,25862.3203125
518,0,50,16,0,0,1,0,1974,20354.8203125
519,0,19,12,0,0,0,0,1974,2356.998046875
520,0,17,14,0,0,0,0,1974,0
521,0,39,12,0,0,1,0,1974,25862.3203125
522,0,22,16,0,0,1,0,1974,5638.77001953125
523,0,20,13,0,0,1,0,1974,12384.5302734375
524,0,25,14,0,0,1,0,1974,22077.01953125
525,0,23,12,0,0,1,0,1974,14475.0595703125
526,0,23,16,0,0,0,0,1974,3007.47509765625
527,0,25,17,0,0,1,0,1974,4196.7490234375
528,0,23,12,0,0,0,0,1974,4672.85107421875
529,0,29,13,0,0,1,0,1974,25415.609375
530,0,43,16,0,0,1,0,1974,25862.3203125
531,0,19,12,0,0,1,0,1974,7676.4072265625
532,0,19,12,1,0,0,0,1974,2404.02001953125
533,0,45,9,0,0,1,1,1974,12690.169921875
534,0,17,10,0,0,0,1,1974,0
535,0,31,12,0,0,1,0,1974,10627.0595703125
536,0,45,8,1,0,0,1,1974,3299.40502929688
537,0,46,12,0,0,1,0,1974,25862.3203125
538,0,36,14,0,0,1,0,1974,25862.3203125
539,0,25,16,0,0,1,0,1974,20209.83984375
540,0,27,18,0,0,0,0,1974,0
541,0,53,12,0,0,1,0,1974,25862.3203125
542,0,26,16,0,0,1,0,1974,25862.3203125
543,0,40,10,0,0,1,1,1974,25862.3203125
544,0,35,6,0,0,1,1,1974,20926.9296875
